data,produto,categoria,vendedor,quantidade_vendida,preco_unitario,valor_total,estoque_atual,estoque_minimo,meta_mensal_vendedor
2025-06-11,Camiseta Basic,Vestuário,Ana Souza,3,39.9,119.7,75,15,18000
2025-06-11,Boné Aba Reta,Acessórios,Carlos Lima,5,49.9,249.5,87,20,15000
2025-06-11,Tênis Urbano,Calçados,Carlos Lima,4,249.9,999.6,24,6,15000
2025-06-11,Boné Aba Reta,Acessórios,Ana Souza,5,49.9,249.5,87,20,18000
2025-06-12,Óculos de Sol,Acessórios,Carlos Lima,3,119.9,359.7,36,9,15000
2025-06-12,Sandália Casual,Calçados,Carlos Lima,4,89.9,359.6,40,10,15000
2025-06-12,Sandália Casual,Calçados,Beatriz Rocha,1,89.9,89.9,39,10,20000
2025-06-12,Boné Aba Reta,Acessórios,Beatriz Rocha,3,49.9,149.7,86,20,20000
2025-06-12,Boné Aba Reta,Acessórios,Beatriz Rocha,1,49.9,49.9,86,20,20000
2025-06-12,Bota Coturno,Calçados,Ana Souza,2,289.9,579.8,0,4,18000
2025-06-13,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,1,199.9,199.9,0,5,20000
2025-06-13,Meia Kit c/3,Vestuário,Ana Souza,1,29.9,29.9,98,25,18000
2025-06-13,Jaqueta Corta-Vento,Vestuário,Carlos Lima,3,199.9,599.7,0,5,15000
2025-06-14,Tênis Urbano,Calçados,Ana Souza,3,249.9,749.7,23,6,18000
2025-06-14,Camiseta Basic,Vestuário,Diego Alves,2,39.9,79.8,75,15,12000
2025-06-14,Óculos de Sol,Acessórios,Beatriz Rocha,2,119.9,239.8,35,9,20000
2025-06-14,Calça Jeans,Vestuário,Diego Alves,1,129.9,129.9,36,8,12000
2025-06-14,Sandália Casual,Calçados,Diego Alves,5,89.9,449.5,38,10,12000
2025-06-14,Mochila Executiva,Acessórios,Beatriz Rocha,5,159.9,799.5,34,7,20000
2025-06-15,Calça Jeans,Vestuário,Diego Alves,3,129.9,389.7,36,8,12000
2025-06-15,Jaqueta Corta-Vento,Vestuário,Diego Alves,3,199.9,599.7,0,5,12000
2025-06-15,Calça Jeans,Vestuário,Carlos Lima,1,129.9,129.9,35,8,15000
2025-06-15,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,5,199.9,999.5,0,5,20000
2025-06-15,Camiseta Basic,Vestuário,Ana Souza,3,39.9,119.7,74,15,18000
2025-06-16,Jaqueta Corta-Vento,Vestuário,Carlos Lima,1,199.9,199.9,0,5,15000
2025-06-16,Óculos de Sol,Acessórios,Ana Souza,3,119.9,359.7,34,9,18000
2025-06-16,Meia Kit c/3,Vestuário,Carlos Lima,2,29.9,59.8,97,25,15000
2025-06-16,Óculos de Sol,Acessórios,Carlos Lima,1,119.9,119.9,33,9,15000
2025-06-16,Sandália Casual,Calçados,Beatriz Rocha,2,89.9,179.8,38,10,20000
2025-06-16,Jaqueta Corta-Vento,Vestuário,Diego Alves,5,199.9,999.5,0,5,12000
2025-06-17,Jaqueta Corta-Vento,Vestuário,Ana Souza,4,199.9,799.6,0,5,18000
2025-06-17,Tênis Urbano,Calçados,Ana Souza,1,249.9,249.9,22,6,18000
2025-06-17,Calça Jeans,Vestuário,Carlos Lima,1,129.9,129.9,35,8,15000
2025-06-17,Bota Coturno,Calçados,Diego Alves,5,289.9,1449.5,0,4,12000
2025-06-18,Jaqueta Corta-Vento,Vestuário,Carlos Lima,5,199.9,999.5,0,5,15000
2025-06-18,Meia Kit c/3,Vestuário,Beatriz Rocha,3,29.9,89.7,96,25,20000
2025-06-18,Camiseta Basic,Vestuário,Carlos Lima,1,39.9,39.9,73,15,15000
2025-06-18,Boné Aba Reta,Acessórios,Carlos Lima,4,49.9,199.6,85,20,15000
2025-06-19,Mochila Executiva,Acessórios,Ana Souza,1,159.9,159.9,33,7,18000
2025-06-19,Sandália Casual,Calçados,Beatriz Rocha,1,89.9,89.9,37,10,20000
2025-06-19,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,2,199.9,399.8,0,5,20000
2025-06-19,Meia Kit c/3,Vestuário,Ana Souza,2,29.9,59.8,96,25,18000
2025-06-19,Bota Coturno,Calçados,Ana Souza,2,289.9,579.8,0,4,18000
2025-06-19,Tênis Urbano,Calçados,Ana Souza,2,249.9,499.8,22,6,18000
2025-06-19,Tênis Urbano,Calçados,Beatriz Rocha,1,249.9,249.9,22,6,20000
2025-06-20,Meia Kit c/3,Vestuário,Diego Alves,2,29.9,59.8,95,25,12000
2025-06-20,Camiseta Basic,Vestuário,Carlos Lima,3,39.9,119.7,72,15,15000
2025-06-20,Meia Kit c/3,Vestuário,Beatriz Rocha,1,29.9,29.9,94,25,20000
2025-06-20,Meia Kit c/3,Vestuário,Ana Souza,5,29.9,149.5,93,25,18000
2025-06-20,Óculos de Sol,Acessórios,Beatriz Rocha,5,119.9,599.5,33,9,20000
2025-06-20,Boné Aba Reta,Acessórios,Beatriz Rocha,4,49.9,199.6,85,20,20000
2025-06-21,Tênis Urbano,Calçados,Beatriz Rocha,1,249.9,249.9,22,6,20000
2025-06-21,Mochila Executiva,Acessórios,Carlos Lima,2,159.9,319.8,33,7,15000
2025-06-21,Camiseta Basic,Vestuário,Diego Alves,3,39.9,119.7,71,15,12000
2025-06-21,Boné Aba Reta,Acessórios,Ana Souza,3,49.9,149.7,84,20,18000
2025-06-21,Bota Coturno,Calçados,Diego Alves,2,289.9,579.8,0,4,12000
2025-06-21,Mochila Executiva,Acessórios,Ana Souza,3,159.9,479.7,32,7,18000
2025-06-22,Camiseta Basic,Vestuário,Beatriz Rocha,1,39.9,39.9,70,15,20000
2025-06-22,Boné Aba Reta,Acessórios,Beatriz Rocha,1,49.9,49.9,84,20,20000
2025-06-22,Meia Kit c/3,Vestuário,Beatriz Rocha,2,29.9,59.8,93,25,20000
2025-06-22,Óculos de Sol,Acessórios,Ana Souza,1,119.9,119.9,33,9,18000
2025-06-22,Meia Kit c/3,Vestuário,Beatriz Rocha,3,29.9,89.7,92,25,20000
2025-06-22,Bota Coturno,Calçados,Carlos Lima,3,289.9,869.7,0,4,15000
2025-06-23,Óculos de Sol,Acessórios,Diego Alves,3,119.9,359.7,33,9,12000
2025-06-23,Sandália Casual,Calçados,Diego Alves,3,89.9,269.7,37,10,12000
2025-06-23,Óculos de Sol,Acessórios,Diego Alves,2,119.9,239.8,33,9,12000
2025-06-23,Tênis Urbano,Calçados,Beatriz Rocha,4,249.9,999.6,21,6,20000
2025-06-23,Bota Coturno,Calçados,Beatriz Rocha,1,289.9,289.9,0,4,20000
2025-06-23,Jaqueta Corta-Vento,Vestuário,Ana Souza,4,199.9,799.6,0,5,18000
2025-06-23,Bota Coturno,Calçados,Beatriz Rocha,2,289.9,579.8,0,4,20000
2025-06-24,Boné Aba Reta,Acessórios,Carlos Lima,4,49.9,199.6,83,20,15000
2025-06-24,Sandália Casual,Calçados,Beatriz Rocha,5,89.9,449.5,37,10,20000
2025-06-24,Camiseta Basic,Vestuário,Beatriz Rocha,4,39.9,159.6,70,15,20000
2025-06-24,Óculos de Sol,Acessórios,Ana Souza,2,119.9,239.8,33,9,18000
2025-06-24,Tênis Urbano,Calçados,Diego Alves,2,249.9,499.8,21,6,12000
2025-06-24,Mochila Executiva,Acessórios,Beatriz Rocha,5,159.9,799.5,32,7,20000
2025-06-24,Tênis Urbano,Calçados,Beatriz Rocha,4,249.9,999.6,21,6,20000
2025-06-24,Sandália Casual,Calçados,Ana Souza,4,89.9,359.6,36,10,18000
2025-06-25,Mochila Executiva,Acessórios,Carlos Lima,2,159.9,319.8,32,7,15000
2025-06-25,Camiseta Basic,Vestuário,Carlos Lima,3,39.9,119.7,69,15,15000
2025-06-25,Meia Kit c/3,Vestuário,Ana Souza,2,29.9,59.8,92,25,18000
2025-06-26,Tênis Urbano,Calçados,Beatriz Rocha,3,249.9,749.7,20,6,20000
2025-06-26,Calça Jeans,Vestuário,Diego Alves,5,129.9,649.5,34,8,12000
2025-06-26,Sandália Casual,Calçados,Ana Souza,1,89.9,89.9,35,10,18000
2025-06-26,Meia Kit c/3,Vestuário,Diego Alves,1,29.9,29.9,92,25,12000
2025-06-26,Tênis Urbano,Calçados,Beatriz Rocha,2,249.9,499.8,20,6,20000
2025-06-26,Óculos de Sol,Acessórios,Carlos Lima,3,119.9,359.7,33,9,15000
2025-06-26,Tênis Urbano,Calçados,Diego Alves,6,249.9,1499.4,20,6,12000
2025-06-27,Tênis Urbano,Calçados,Diego Alves,5,249.9,1249.5,19,6,12000
2025-06-27,Óculos de Sol,Acessórios,Diego Alves,5,119.9,599.5,32,9,12000
2025-06-27,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,3,199.9,599.7,0,5,20000
2025-06-27,Boné Aba Reta,Acessórios,Carlos Lima,3,49.9,149.7,82,20,15000
2025-06-27,Bota Coturno,Calçados,Beatriz Rocha,5,289.9,1449.5,0,4,20000
2025-06-28,Tênis Urbano,Calçados,Ana Souza,3,249.9,749.7,18,6,18000
2025-06-28,Camiseta Basic,Vestuário,Diego Alves,1,39.9,39.9,69,15,12000
2025-06-28,Óculos de Sol,Acessórios,Ana Souza,6,119.9,719.4,31,9,18000
2025-06-28,Calça Jeans,Vestuário,Carlos Lima,3,129.9,389.7,34,8,15000
2025-06-28,Camiseta Basic,Vestuário,Diego Alves,6,39.9,239.4,68,15,12000
2025-06-28,Jaqueta Corta-Vento,Vestuário,Ana Souza,3,199.9,599.7,0,5,18000
2025-06-29,Camiseta Basic,Vestuário,Ana Souza,6,39.9,239.4,67,15,18000
2025-06-29,Óculos de Sol,Acessórios,Carlos Lima,2,119.9,239.8,30,9,15000
2025-06-29,Mochila Executiva,Acessórios,Ana Souza,3,159.9,479.7,32,7,18000
2025-06-29,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,1,199.9,199.9,0,5,20000
2025-06-30,Meia Kit c/3,Vestuário,Ana Souza,1,29.9,29.9,92,25,18000
2025-06-30,Mochila Executiva,Acessórios,Diego Alves,5,159.9,799.5,32,7,12000
2025-06-30,Sandália Casual,Calçados,Beatriz Rocha,2,89.9,179.8,34,10,20000
2025-06-30,Calça Jeans,Vestuário,Beatriz Rocha,3,129.9,389.7,34,8,20000
